message,target
maintains an appealing veneer without becoming too cute about it . ,0
arty and jazzy ,0
"the connected stories of breitbart and hanussen are actually fascinating , but the filmmaking in invincible is such that the movie does not do them justice . ",0
"the , yes , snail-like pacing and ",0
a bad run ,0
", profane and exploitative as the most offensive action flick you 've ever seen . ",0
peopled mainly by characters so unsympathetic that you 're left with a sour taste in your mouth ,0
"recipe , inspiring ",0
its visual panache ,0
of warmth ,0
offers winning performances and some effecting moments ,0
with a big nose,2
loosely connected characters ,0
change hackneyed concepts ,0
the peculiarly moral amorality of ( woo 's ) best work ,0
he refuses to give us real situations and characters ,0
universal appeal ,0
precarious ,0
right-thinking ' films ,0
a downward narcotized spiral ,0
", it 's hard to figure the depth of these two literary figures , and even the times in which they lived . ",0
a pretentious and ultimately empty examination of a sick and evil woman ,0
"the film is hard to dismiss -- moody , thoughtful , and lit by flashes of mordant humor . ",0
"directed without the expected flair or imagination by hong kong master john woo , windtalkers airs just about every cliche in the war movie compendium across its indulgent two-hour-and-fifteen-minute length . ",0
the redeeming feature of chan 's films has always been the action ,0
"though jackson does n't always succeed in integrating the characters in the foreground into the extraordinarily rich landscape , it must be said that he is an imaginative filmmaker who can see the forest for the trees . ",0
"always entertaining , and smartly written ",0
"jackson , who also served as executive producer , take his smooth , shrewd , powerful act abroad ",0
in how much they engage and even touch us ,0
... is dudsville . ,0
fairly trite ,0
when it reminds you how pertinent its dynamics remain ,0
have no bearing on the story ,0
"comes off winningly , ",0
insult ,0
hate the feeling of having been slimed in the name of high art . ,0
timeless ,0
the formula feel fresh ,0
the holes in this film ,0
may be burns 's strongest film since the brothers mcmullen ,0
lift the spirits of the whole family ,0
colorfully wrapped up in his own idiosyncratic strain of kitschy goodwill . ,0
mother good ,0
to have you leaving the theater with a smile on your face ,0
"emerges in the front ranks of china 's now numerous , world-renowned filmmakers ",0
misguided acts of affection ,0
"'s a wise and powerful tale of race and culture forcefully told , with superb performances throughout . ",0
"which , as you watch them clumsily mugging their way through snow dogs , seems inconceivable ",0
one of the most exciting action films ,0
just ca n't take it any more ,0
sleeper ,0
"consistently funny , in an irresistible junior-high way , and ",0
recognized ,0
critiquing itself at every faltering half-step of its development ,0
fascinates ,0
"an engaging , ",0
"is offensive , puerile and unimaginatively foul-mouthed if it was at least funny ",0
barely realize your mind is being blown . ,0
well-paced and ,0
jesus fucking christ,2
back-stabbing ,0
the film 's mid-to-low budget ,0
extraordinarily good ,0
that it ca n't help but engage an audience ,0
without a fresh infusion of creativity ,0
lost in the translation ... another routine hollywood frightfest in which the slack execution italicizes the absurdity of the premise ,0
that can not help be entertained by the sight of someone getting away with something ,0
's a wonder that he could n't have brought something fresher to the proceedings simply by accident ,0
it 's not just a feel-good movie ,0
women torn apart by a legacy of abuse ,0
failings ,0
achieves its main strategic objective ,0
have shaped the story to show us why it 's compelling ,0
"breezy , distracted rhythms ",0
it 's usually a bad sign when directors abandon their scripts and go where the moment takes them ,0
're burnt out on it 's a wonderful life marathons and bored with a christmas carol ,0
made a film that is an undeniably worthy and devastating experience ,0
"brainless , but enjoyably over-the-top , the retro gang melodrama , deuces wild represents ",0
which pokes fun at the price of popularity and small-town pretension in the lone star state ,0
can actually feel good ,0
a major waste ,0
ditched the saccharine sentimentality of bicentennial man ,0
inhabit their world without cleaving to a narrative arc ,0
"a delightfully unpredictable , hilarious comedy with wonderful performances that tug at your heart in ways that utterly transcend gender labels . ",0
nobody to follow up ,0
"an intense indoor drama about compassion , sacrifice , and christian love ",0
throws you for a loop ,0
lukewarm and ,0
that works ,0
the action looks fake ,0
"( taymor ) utilizes the idea of making kahlo 's art a living , breathing part of the movie , often catapulting the artist into her own work . ",0
"gentle , lapping rhythms of this film ",0
more than a movie ,0
i do n't think that a.c. will help this movie one bit ,0
swaggers through his scenes ,0
disintegrating bloodsucker computer effects and jagged camera moves ,0
"a chilly , remote , emotionally distant piece ... so dull that its tagline should be : ",0
unfolds as one ,0
any film more challenging or depressing ,0
she-cute ,0
"unmistakable , easy ",0
a fascinating ,0
is n't that funny ,0
", much about the film , including some of its casting , is frustratingly unconvincing . ",0
wang ) ,0
without much success ,0
the huge-screen format to make an old-fashioned nature film that educates viewers with words and pictures while entertaining them ,0
", there 's no way you wo n't be talking about the film once you exit the theater . ",0
laughter ,0
on its fairly ludicrous plot ,0
of an expert thriller ,0
at least it 's better than that eponymous 1980 biopic that used soap in the places where the mysteries lingered ,0
overweight and out ,0
"an engrossing story that combines psychological drama , sociological reflection , and high-octane thriller . ",0
broke out into elaborate choreography ,0
with scenes so true and heartbreaking ,0
"flamboyant in some movies and artfully restrained in others , 65-year-old jack nicholson could be looking at his 12th oscar nomination by proving that he 's now , more than ever , choosing his roles with the precision of the insurance actuary . ",0
to be a suspenseful horror movie or a weepy melodrama ,0
"that does n't offer any insight into why , for instance , good things happen to bad people ",0
's waltzed itself into the art film pantheon . ,0
go where we went 8 movies ago ,0
bad hair design ,0
the wonderful cinematography ,0
"if you ever wanted to be an astronaut , this is the ultimate movie experience - it 's informative and breathtakingly spectacular . ",0
a script that prevents them from firing on all cylinders ,0
get in the photo,0
childlike dimness ,0
drains it ,0
can seem tiresomely simpleminded ,0
nothing but boilerplate clichés from start ,0
dim-witted and lazy spin-off ,0
"of an engaging storyline , which also is n't embarrassed to make you reach for the tissues ",0
", when the now computerized yoda finally reveals his martial artistry , the film ascends to a kinetic life so teeming that even cranky adults may rediscover the quivering kid inside . ",0
silly and tedious ,0
it actually hurts to watch . ,0
hitting the audience over the head with a moral ,0
for its stylistic austerity and forcefulness ,0
a satisfying destination ,0
nearly every attempt at humor ,0
kinda wrong ,0
on top ,0
thrusts the audience ,0
worth seeing at least once ,0
"like its title character , is repellantly out of control . ",0
you to bite your tongue to keep from laughing at the ridiculous dialog or the oh-so convenient plot twists ,0
's been hyped to be because it plays everything too safe ,0
